booking_code,customer_id,ticket_source_name,created_date,trip_date,from_to,comp_id,bus_rating,vehicle_type,seat_type,quantity,total_fare,customer_type
R539L,+av6R7/FlYflWMON7V/g, Android,7/15/2020,7/19/2020,Lào Cai - Hà Nội,B/krWmvwAMFG8zJgBEFEY4GQ2klwAPS8p7ap/Q9d3pw,4.3,normal,Sleeper,1,192000,New Customer
G0L91,+av6R7/FlYflWMON7V/g, Android,7/15/2020,7/17/2020,Hà Nội - Lào Cai,qBUHSP19KGTBsejK08FJSZkDyWcIlRTxp+Fys5YkZTc,4.2,normal,Sleeper,6,1056000,New Customer
1A11I,+av6R7/FlYflWMON7V/g, Android,7/15/2020,7/19/2020,Lào Cai - Hà Nội,B/krWmvwAMFG8zJgBEFEY4GQ2klwAPS8p7ap/Q9d3pw,4.3,normal,Sleeper,6,1728000,New Customer
1F0M8,+av6R7/FlYflWMON7V/g, Android,7/15/2020,7/17/2020,Hà Nội - Lào Cai,qBUHSP19KGTBsejK08FJSZkDyWcIlRTxp+Fys5YkZTc,4.2,normal,Sleeper,1,264000,New Customer
LWL4G,+b6iDKOsxPmfxA8jNanA, Android,7/3/2020,7/8/2020,Hồ Chí Minh - Bình Định,5EafpqQEaU2Mc/MRhY0pFyjsO3sLiFLjW4aecmmKPCU,3.8,limousine,Sleeper,1,576000,Old Customer
CSS72,+BngQS3KdDaG/aq0Uqhg, Android,8/23/2020,8/24/2020,Hồ Chí Minh - Khánh Hòa,1LWVQGpaxkWM2fQZc1PQh+B0m87rHQGbSOf3hM48uCs,4.1,normal,Sleeper,3,504000,Old Customer
LF29L,+BqJV04C7eS/T6IZw6EA, iOS,7/6/2020,7/7/2020,Gia Lai - Hồ Chí Minh,kIqYfp0Tr1sqvs4K4iGiOf5uFkgB72w9lgSvBhv1enA,4.3,limousine,Sleeper,1,280000,Old Customer
2BSP3,+bVr8szhIlyavRI1NXng, iOS,7/18/2020,7/20/2020,Khánh Hòa - Hồ Chí Minh,P57UqyeJhRKYqWo206C6ygntgl5aZGmHzcRiRYUjEYs,4.4,limousine,Sleeper,3,1440000,Old Customer
61203,+CBHA/18xPRrpugbB7jw, Android,7/10/2020,7/14/2020,Lâm Đồng - Hồ Chí Minh,C4DHSI4s3VmHH8qpjGyDyNVNK3ozKqsvdhpFZkF+zwI,4.4,,,2,416000,Old Customer
M5M5R,+CBHA/18xPRrpugbB7jw, Android,7/7/2020,7/11/2020,Hồ Chí Minh - Lâm Đồng,ayk80uAzTnGvzp0RBla2EmI54V+I208GEW97fhya/kk,4.8,limousine,Sleeper,2,544000,New Customer
05MLB,+dVjfiblS60JWLG5/o4A, Android,8/7/2020,8/8/2020,Hồ Chí Minh - Quảng Ngãi,dAo9AwXExdJm+qjz3UyS+cXHuge1exZpPT7ThfrFumw,3.1,normal,Sleeper,1,360000,Old Customer
D0Q26,+eJ0tPUdUwCvMRZcxppQ, iOS,7/12/2020,7/13/2020,Khánh Hòa - Đà Nẵng,L0Z0ODguduRKvp4eEjMvYJeC7hf83LayxXXrSZCVty0,3.3,normal,Sleeper,1,288000,New Customer
BPZ81,+F/o8WFz6l9GRlb9oxZQ, Android,7/16/2020,8/2/2020,Phú Yên - Hồ Chí Minh,jRKL+Xxgl2Kwfi/exSJaZUIoeSd0/hIHexLWxYn3G+0,4.4,normal,Sleeper,1,160000,Old Customer
H971T,+F4s1AbkZQHuTusQ1+eA, iOS,7/26/2020,7/27/2020,Hải Phòng - Hà Nội,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,normal,Seater,1,120000,Old Customer
3F7D4,+F4s1AbkZQHuTusQ1+eA, iOS,7/11/2020,7/11/2020,Hà Nội - Hải Phòng,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,normal,Seater,1,120000,Old Customer
QDR08,+H+kVPy2HFWmvwMsAeWA, Android,7/28/2020,7/29/2020,Hải Phòng - Hà Nội,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,limousine,Seater,2,240000,Old Customer
54E54,+ih86PljhSoMSyHaWMHg, iOS,7/31/2020,8/3/2020,Lâm Đồng - Bình Dương,jNPO7+b/j9cYdfMaiHsSIeBAQVmZnNw1i865WHHVkZI,4,normal,Sleeper,2,400000,Old Customer
87NBT,+ih86PljhSoMSyHaWMHg, iOS,7/22/2020,7/26/2020,Bình Dương - Lâm Đồng,jNPO7+b/j9cYdfMaiHsSIeBAQVmZnNw1i865WHHVkZI,4,normal,Sleeper,2,600000,Old Customer
350DK,+ih86PljhSoMSyHaWMHg, iOS,7/9/2020,7/16/2020,Lâm Đồng - Bình Dương,jNPO7+b/j9cYdfMaiHsSIeBAQVmZnNw1i865WHHVkZI,4,normal,Sleeper,2,600000,Old Customer
F748J,+ih86PljhSoMSyHaWMHg, iOS,7/3/2020,7/5/2020,Bình Dương - Lâm Đồng,jNPO7+b/j9cYdfMaiHsSIeBAQVmZnNw1i865WHHVkZI,4,normal,Sleeper,2,400000,New Customer
M2LTZ,+Ij+e4uXOcLnTHzKZUFw, iOS,7/12/2020,7/19/2020,Khánh Hòa - Hồ Chí Minh,ZX/uWhvaphDQluCb+boYgAgnU3wOaCIinCarURzrCXc,4.6,limousine,Sleeper,1,480000,New Customer
484M5,+IrO2hEavKa1ucIuzp7A, iOS,8/9/2020,8/11/2020,Hồ Chí Minh - Ninh Thuận,ubHxFXyvzZuOuA+ksXbqADGS8jpol/L/3ETRaZaCbCE,4.2,normal,Sleeper,1,240000,Old Customer
26KST,+IrO2hEavKa1ucIuzp7A, iOS,8/6/2020,8/6/2020,Ninh Thuận - Hồ Chí Minh,ubHxFXyvzZuOuA+ksXbqADGS8jpol/L/3ETRaZaCbCE,4.2,normal,Sleeper,1,160000,Old Customer
U13XQ,+IrO2hEavKa1ucIuzp7A, iOS,8/1/2020,8/1/2020,Hồ Chí Minh - Ninh Thuận,ArTcLcsVc9jq4IEWiBcE9KySLs0N+bUQGyqcF2cvYus,4.2,normal,Sleeper,1,216000,Old Customer
431CS,+Jc9byNTasPW9nxznf4g, iOS,7/21/2020,7/28/2020,Hồ Chí Minh - Lâm Đồng,ayk80uAzTnGvzp0RBla2EmI54V+I208GEW97fhya/kk,4.8,limousine,Sleeper,1,408000,New Customer
Q8GC1,+JKuIuvtwJDwS02f5I1A, iOS,8/16/2020,8/17/2020,Hải Phòng - Hà Nội,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,limousine,Seater,1,80000,Old Customer
ZP4WJ,+JKuIuvtwJDwS02f5I1A, iOS,8/2/2020,8/3/2020,Hải Phòng - Hà Nội,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,limousine,Seater,1,80000,Old Customer
2BUS1,+JKuIuvtwJDwS02f5I1A, iOS,7/19/2020,7/20/2020,Hải Phòng - Hà Nội,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,limousine,Seater,1,120000,Old Customer
YCKYR,+jtlPmS/FtzXdiTPbKzQ, iOS,7/26/2020,7/27/2020,Nghệ An - Hà Nội,G29Krp2D4RNoD3mBRPI76T1M+EN4CaHcAVNRxWXFSfA,4.4,limousine,Sleeper,2,320000,New Customer
Y04FI,+kba5P/UoRVkiW64Kpbw, iOS,7/26/2020,7/27/2020,Đồng Nai - Hồ Chí Minh,uotjOnEhYhjY34QHsua+rgsQW4TDzySY9ZC271sMGA0,3.2,limousine,Seater,1,96000,New Customer
5P5X7,+keRdNQNeIMb9vAHR6mw, iOS,8/21/2020,8/27/2020,Hồ Chí Minh - Kiên Giang,OJR6c4Dznvo3s55VV29CkKBAXxDyv3ZGzkkZU+2AQHM,4.9,limousine,Sleeper,1,336000,Old Customer
9JNZ1,+keRdNQNeIMb9vAHR6mw, iOS,7/20/2020,7/23/2020,Hồ Chí Minh - Kiên Giang,OJR6c4Dznvo3s55VV29CkKBAXxDyv3ZGzkkZU+2AQHM,4.9,limousine,Sleeper,1,224000,New Customer
RLF74,+kTQ0NW9d0cc3ciuZIbg, Android,7/15/2020,7/15/2020,Bình Dương - Lâm Đồng,jNPO7+b/j9cYdfMaiHsSIeBAQVmZnNw1i865WHHVkZI,4,normal,Sleeper,1,300000,Old Customer
7F63K,+MA4CGqBMKpHtyTKDCiw, iOS,8/15/2020,8/16/2020,Hồ Chí Minh - Khánh Hòa,ZX/uWhvaphDQluCb+boYgAgnU3wOaCIinCarURzrCXc,4.6,limousine,Sleeper,2,960000,Old Customer
87G7Y,+MA4CGqBMKpHtyTKDCiw, iOS,8/12/2020,8/12/2020,Khánh Hòa - Hồ Chí Minh,ZX/uWhvaphDQluCb+boYgAgnU3wOaCIinCarURzrCXc,4.6,limousine,Sleeper,2,960000,New Customer
9TKM4,+MgVBu03NKcVh/+ss1Aw, Android,7/5/2020,7/5/2020,Hồ Chí Minh - Khánh Hòa,1LWVQGpaxkWM2fQZc1PQh+B0m87rHQGbSOf3hM48uCs,4.1,normal,Sleeper,1,456000,Old Customer
I3XBM,+MIVHAfQm/+k0HM3xx/A, Android,8/18/2020,8/21/2020,Hồ Chí Minh - Ninh Thuận,fd9vqchy6vZtOpzux7edbUj4wxmmm4H/RPXrc2vuoLo,3.5,normal,Sleeper,1,216000,Old Customer
3CA7P,+NyD5AtwxMX8uBCtiK/w, iOS,7/17/2020,7/18/2020,Hồ Chí Minh - Bà Rịa-Vũng Tàu,/0tyLu4Sw+JtF8QKO/Pt43DUjfpY8Ixqj/vI7jb/Zks,3.9,limousine,Seater,1,192000,New Customer
3XQK7,+OKaj8pY+7gLH8m2s45w, Android,8/9/2020,8/9/2020,Hồ Chí Minh - Khánh Hòa,sZPlcG5MSKpD+oz4tD5DM2O3EUbMkf3RIzq1iQWlqik,4.1,limousine,Sleeper,1,160000,Old Customer
2QTX9,+pAJTCa6CkolYNjIYuUg, Android,7/14/2020,7/15/2020,Hồ Chí Minh - Ninh Thuận,ZX/uWhvaphDQluCb+boYgAgnU3wOaCIinCarURzrCXc,4.6,limousine,Sleeper,2,480000,Old Customer
02G4P,+pBTsU3vXV8bgiEDGFbA, iOS,8/11/2020,8/12/2020,Lâm Đồng - Ninh Thuận,ArTcLcsVc9jq4IEWiBcE9KySLs0N+bUQGyqcF2cvYus,4.2,normal,Seater,1,96000,New Customer
EO08A,+plQNGB5TMqLmZDMn/lQ, iOS,8/27/2020,8/30/2020,Khánh Hòa - Hồ Chí Minh,lzhqg6Sxvu3u54zGoKnzdQ50NGJGZ8vPhJd/pXcUn0c,4.4,limousine,Sleeper,1,320000,Old Customer
F859F,+Pyc4aueZbeBcMwVleuA, iOS,7/10/2020,7/11/2020,Hồ Chí Minh - Đắk Lắk,hMVIJZVN1Z2L7F+nrz8f7wHuvvRKgHKjA/UqEPnB4cc,3.7,normal,Sleeper,1,300000,Old Customer
8KV26,+Pyc4aueZbeBcMwVleuA, iOS,7/10/2020,7/11/2020,Đắk Lắk - Hồ Chí Minh,U72/mCNqSpHobzhJv9RZBRSme+FjBwJeItuktFyuUCw,4,normal,Sleeper,1,224000,Old Customer
3PU8B,+QrYkldh89YNtwts8WTA, iOS,8/2/2020,8/2/2020,Bà Rịa-Vũng Tàu - Hồ Chí Minh,lLV8hRohIkGlsw/SwJRqvbXYk1y1VUs79EtD/Rf7UNc,4.7,limousine,Seater,2,256000,Old Customer
XBCB7,+QrYkldh89YNtwts8WTA, iOS,7/31/2020,8/1/2020,Hồ Chí Minh - Bà Rịa-Vũng Tàu,lLV8hRohIkGlsw/SwJRqvbXYk1y1VUs79EtD/Rf7UNc,4.7,limousine,Seater,2,256000,Old Customer
R4PZ1,+r3xrfHzYqu+JneaifHg, iOS,7/25/2020,7/27/2020,Đắk Lắk - Hồ Chí Minh,VQskpo8A72uzGQSXOP04omN3AHsYV5orHuSrObloJV8,4.5,limousine,Sleeper,1,304000,Old Customer
OG85C,+r3xrfHzYqu+JneaifHg, iOS,7/25/2020,7/26/2020,Hồ Chí Minh - Đắk Lắk,VQskpo8A72uzGQSXOP04omN3AHsYV5orHuSrObloJV8,4.5,limousine,Sleeper,1,456000,Old Customer
792MU,+RbRuY0gEgvIstT5ufcg, iOS,8/17/2020,8/21/2020,Đắk Lắk - Hồ Chí Minh,VQskpo8A72uzGQSXOP04omN3AHsYV5orHuSrObloJV8,4.5,limousine,Sleeper,1,304000,Old Customer
EPFEW,+rmCP9zvLegITw0H4wEw, iOS,7/9/2020,7/10/2020,Bạc Liêu - Hồ Chí Minh,XlYFWzOE4K03YsppJOEJZLzZ7BtLcVrjXDjCNPu5v/M,4.5,limousine,Sleeper,1,216000,New Customer
709C9,+S57wpqhEvKuHr3LDnTg, iOS,7/31/2020,8/1/2020,Khánh Hòa - Hồ Chí Minh,ZX/uWhvaphDQluCb+boYgAgnU3wOaCIinCarURzrCXc,4.6,limousine,Sleeper,1,420000,Old Customer
ODCKV,+S57wpqhEvKuHr3LDnTg, iOS,7/29/2020,7/29/2020,Hồ Chí Minh - Khánh Hòa,ZX/uWhvaphDQluCb+boYgAgnU3wOaCIinCarURzrCXc,4.6,limousine,Sleeper,1,320000,Old Customer
8I1U6,+S74mv4F2vsVbi/ju9ww, iOS,7/23/2020,7/26/2020,Lào Cai - Hà Nội,B/krWmvwAMFG8zJgBEFEY4GQ2klwAPS8p7ap/Q9d3pw,4.3,normal,Sleeper,1,288000,Old Customer
I6OIE,+S74mv4F2vsVbi/ju9ww, iOS,7/23/2020,7/26/2020,Lào Cai - Hà Nội,B/krWmvwAMFG8zJgBEFEY4GQ2klwAPS8p7ap/Q9d3pw,4.3,normal,Sleeper,1,192000,Old Customer
AHU0E,+S74mv4F2vsVbi/ju9ww, iOS,7/15/2020,7/26/2020,Lào Cai - Hà Nội,B/krWmvwAMFG8zJgBEFEY4GQ2klwAPS8p7ap/Q9d3pw,4.3,normal,Sleeper,5,1440000,Old Customer
1M3G1,+S74mv4F2vsVbi/ju9ww, iOS,7/9/2020,7/10/2020,Hà Nội - Thanh Hóa,PrS79bVdJQovG/4MJM5ES2Hl6VJJPQ1dRzECJN8k81E,4.2,limousine,Seater,2,224000,Old Customer
A871Z,+S74mv4F2vsVbi/ju9ww, iOS,7/9/2020,7/11/2020,Thanh Hóa - Hà Nội,PrS79bVdJQovG/4MJM5ES2Hl6VJJPQ1dRzECJN8k81E,4.2,limousine,Seater,1,168000,Old Customer
39TEL,+ta6W2rxLFjWd9d7FCsg, Android,8/9/2020,8/10/2020,Hải Phòng - Hà Nội,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,limousine,Seater,1,120000,Old Customer
34347,+ta6W2rxLFjWd9d7FCsg, Android,7/26/2020,7/27/2020,Hải Phòng - Hà Nội,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,limousine,Seater,1,80000,Old Customer
4M107,+ta6W2rxLFjWd9d7FCsg, Android,7/23/2020,7/23/2020,Hải Phòng - Hà Nội,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,limousine,Seater,1,80000,Old Customer
D704D,+ta6W2rxLFjWd9d7FCsg, Android,7/19/2020,7/20/2020,Hải Phòng - Hà Nội,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,limousine,Seater,1,120000,Old Customer
C4AGM,+tlhgcxQnRdlBS8WZgWA, iOS,7/6/2020,7/7/2020,Hồ Chí Minh - Ninh Thuận,ArTcLcsVc9jq4IEWiBcE9KySLs0N+bUQGyqcF2cvYus,4.2,normal,Sleeper,1,128000,New Customer
653IV,+TyPtHomTm8XlGN0c+3Q, iOS,7/5/2020,7/5/2020,Quảng Ninh - Hà Nội,foq6HrBlqKM7aBMgBC0p2xrK34WFtKCrO3YYniYcWKI,3.8,limousine,Seater,1,96000,New Customer
8787G,+U2J2dDzJVQzVHZ/7vSA, iOS,8/3/2020,8/3/2020,Ninh Thuận - Hồ Chí Minh,15dx85jrzYJLfx8dXjBhROqzccBbYDyhgCgSh9X31as,4.7,normal,Sleeper,1,120000,Old Customer
Q6QY6,+U2J2dDzJVQzVHZ/7vSA, iOS,7/21/2020,7/25/2020,Hồ Chí Minh - Ninh Thuận,15dx85jrzYJLfx8dXjBhROqzccBbYDyhgCgSh9X31as,4.7,normal,Sleeper,1,120000,Old Customer
71567,+uQdIAQPp4Ib+cTR4XuQ, Android,7/25/2020,7/25/2020,Đắk Lắk - Hồ Chí Minh,zRTQsVSqLgkNOYRUZFJvn+ePAk4JWJTRl+3c9dXburU,3.4,limousine,Sleeper,1,312000,New Customer
G719Q,+uXJBz8gQwlXYRNb1/hA, Android,7/24/2020,7/25/2020,Thái Nguyên - Hà Nội,n2IH1LmIwTuaN/MA0dLhXYFr5neJrKgMQKobFqq5XMg,4.9,normal,Seater,1,144000,Old Customer
NW24T,+uXJBz8gQwlXYRNb1/hA, Android,7/21/2020,7/21/2020,Hà Nội - Thái Nguyên,X8KQ6R/h6tEtkEo9jEWc9+cw370vYWPYdhVq/wbYDDw,5,normal,Seater,1,144000,Old Customer
HBAR4,+VaKawMBQy2jhHeITcQw, Android,8/27/2020,8/29/2020,Hồ Chí Minh - Khánh Hòa,yAHSoGdqFFbvygkm6JuSl5azTpEbfujl9oIFJNS9Ckg,4.5,normal,Sleeper,1,348000,New Customer
1CCR3,+vSVOsYy9CZUyjmxsxmw, iOS,7/16/2020,7/17/2020,Lào Cai - Hà Giang,G0EwbNd3yioUck3qhIGruKKuxqG/SQS1nSZjjw4AL6M,5,limousine,Seater,2,720000,New Customer
CIX31,+w+fq1HmohoTvyuiNZXQ, Android,8/13/2020,8/14/2020,Gia Lai - Hồ Chí Minh,HQyblKF6/tOIB8ImRa03P3ei0O3Fgt1roQW9qFkyi2E,3.9,normal,Sleeper,1,200000,New Customer
N20GJ,+X4lxxpiloR87W671K9Q, Android,7/10/2020,7/14/2020,Khánh Hòa - Hồ Chí Minh,P57UqyeJhRKYqWo206C6ygntgl5aZGmHzcRiRYUjEYs,4.4,normal,Sleeper,1,240000,New Customer
F56ZE,+x70cgIDjd2B1OYI+70A, iOS,7/24/2020,7/25/2020,Hà Nội - Nghệ An,TTCQDgMJzRNRzF3M4o5fNxqZuIZxw+vAXTAYJ6aCcA0,4.9,normal,Sleeper,1,300000,New Customer
HIH1K,+xBr+Fzem+5kRm5krrlQ, iOS,7/6/2020,7/10/2020,Hồ Chí Minh - Gia Lai,3HjpDgOfE67EFyTO4ceJxcRzXBCIj8CVoyeKZh2qgDo,4.4,normal,Sleeper,1,200000,Old Customer
7E47D,+xBr+Fzem+5kRm5krrlQ, iOS,7/6/2020,7/12/2020,Gia Lai - Hồ Chí Minh,3HjpDgOfE67EFyTO4ceJxcRzXBCIj8CVoyeKZh2qgDo,4.4,normal,Sleeper,1,300000,Old Customer
6ZC8D,+xu9lnS48DENGbKiy8rA, iOS,8/22/2020,8/25/2020,Hồ Chí Minh - Khánh Hòa,8vV+zp4z7QG/vEnNk7tOynx604GjCvjWymEWFCSCV3c,4.1,normal,Sleeper,1,160000,Old Customer
48FJL,+Y1fYaMTa9xAJmBWGS5Q, Android,8/27/2020,8/27/2020,Hà Nội - Hải Phòng,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,limousine,Seater,1,120000,Old Customer
4ADZM,+Y1fYaMTa9xAJmBWGS5Q, Android,8/26/2020,8/26/2020,Hải Phòng - Hà Nội,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,limousine,Seater,1,80000,Old Customer
9QR1P,+Y1fYaMTa9xAJmBWGS5Q, Android,8/18/2020,8/18/2020,Hà Nội - Hải Phòng,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,limousine,Seater,1,80000,Old Customer
7QXO4,+Y1fYaMTa9xAJmBWGS5Q, Android,8/17/2020,8/17/2020,Hải Phòng - Hà Nội,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,limousine,Seater,1,80000,Old Customer
JWD15,+YbXLUyAOPtub71Wiklg, Android,8/1/2020,8/1/2020,Hồ Chí Minh - Khánh Hòa,8vV+zp4z7QG/vEnNk7tOynx604GjCvjWymEWFCSCV3c,4.1,normal,Sleeper,1,240000,New Customer
L8258,+yEaWg72GYokPKwi1/FA, Android,7/8/2020,7/23/2020,Hồ Chí Minh - Khánh Hòa,ZX/uWhvaphDQluCb+boYgAgnU3wOaCIinCarURzrCXc,4.6,limousine,Sleeper,2,960000,New Customer
08QFR,+yEaWg72GYokPKwi1/FA, Android,7/8/2020,7/26/2020,Khánh Hòa - Hồ Chí Minh,ZX/uWhvaphDQluCb+boYgAgnU3wOaCIinCarURzrCXc,4.6,limousine,Sleeper,2,640000,New Customer
6ONJX,0/L0nXtHpDrHfxvF6Yqg, Android,8/9/2020,8/10/2020,Thanh Hóa - Hà Nội,PrS79bVdJQovG/4MJM5ES2Hl6VJJPQ1dRzECJN8k81E,4.2,limousine,Seater,1,112000,Old Customer
2PJ66,0/YjwWUeIQsoan9Q0ESA, Android,8/20/2020,8/22/2020,Hồ Chí Minh - Khánh Hòa,EFEEX1zXjDnSp9aYF/1EonrBzI7uvTyNVKbE/Wf79U8,3,normal,Sleeper,1,268800,New Customer
96I81,00GzSLsjgFrm5d4IiXhA, iOS,7/14/2020,7/17/2020,Hồ Chí Minh - Bình Định,ghiHMPDYNzX7f9Ds6+edrYLdWhdrLTzSL110K8ZIiIE,3.9,limousine,Sleeper,1,540000,Old Customer
4F5II,01+Pj7PpOj/WbPSStVug, iOS,7/25/2020,7/26/2020,Hồ Chí Minh - Bà Rịa-Vũng Tàu,AAkxgTNuXvJtl9C76EfD573eJEQ2a2FUlmkR0qW3Rtg,4.2,limousine,Seater,2,256000,New Customer
4IKQ4,01f2JlXsnuPXu+OG7g+Q, Android,7/21/2020,7/23/2020,Lâm Đồng - Bình Dương,jNPO7+b/j9cYdfMaiHsSIeBAQVmZnNw1i865WHHVkZI,4,normal,Sleeper,2,432000,Old Customer
BU1GR,01f2JlXsnuPXu+OG7g+Q, Android,7/15/2020,7/20/2020,Bình Dương - Lâm Đồng,jNPO7+b/j9cYdfMaiHsSIeBAQVmZnNw1i865WHHVkZI,4,normal,Sleeper,2,288000,New Customer
VKL0A,02D/RIfrsgvtODQuT61w, Android,8/1/2020,8/2/2020,Hồ Chí Minh - Phú Yên,1sJJt2mvT8zFLS+OGkt7Ru+T7LTg07uSzWb+dsbP5Zs,3.7,limousine,Sleeper,1,160000,Old Customer
34VJ5,03TAqoD52UErSqn6x0Cw, Android,7/3/2020,7/3/2020,Hồ Chí Minh - Ninh Thuận,ubHxFXyvzZuOuA+ksXbqADGS8jpol/L/3ETRaZaCbCE,4.2,normal,Sleeper,1,240000,New Customer
Z10W2,04qMP4pRKZqSkbybmQWg, Android,7/15/2020,7/27/2020,Hà Nội - Ninh Bình,dFPracwfEh5ttomLsNgxnNwVRiUwb0p5tQnVHd73w1A,4.7,limousine,Seater,2,312000,New Customer
4ZYWU,058SjnVhH2Gqp7DqDnjQ, iOS,8/27/2020,8/28/2020,Lâm Đồng - Khánh Hòa,BNCDvQ/8mdxe7kQdxxInP/2NcQN3RdyskhIcaIch5Vs,3.8,limousine,Seater,2,318400,New Customer
K1KX9,08dU877xELV4TT9iYNtQ, iOS,7/14/2020,7/14/2020,Hồ Chí Minh - Đắk Lắk,VQskpo8A72uzGQSXOP04omN3AHsYV5orHuSrObloJV8,4.5,limousine,Sleeper,1,304000,Old Customer
5PZH5,Y6+2pDlc5ugPPKqulb9g, Android,7/15/2020,7/16/2020,Hồ Chí Minh - Gia Lai,Fjl9tZPiik0RF4hDMsXkUWAoimEpLEd5wQV9WBuuP6s,,normal,Sleeper,1,384000,
EL2UL,08ek4ud2f8rYi5mBH+Mg, Android,7/28/2020,7/28/2020,Lâm Đồng - Hồ Chí Minh,XGcelD8HYGDzuWvv5sTinpi5oSx7FpFBjy6wspcd4qQ,1.7,normal,Seater,1,120000,Old Customer
Y2727,08ek4ud2f8rYi5mBH+Mg, Android,7/27/2020,7/28/2020,Lâm Đồng - Hồ Chí Minh,Nc1J0UtsyihY4KajepkULo/pHtROOUibr5qDBMj4EPY,1,normal,Seater,1,180000,Old Customer
880OR,08GZTEYJN/Cb9pOw7n2Q, Android,7/18/2020,7/20/2020,Ninh Thuận - Hồ Chí Minh,ubHxFXyvzZuOuA+ksXbqADGS8jpol/L/3ETRaZaCbCE,4.2,normal,Sleeper,1,240000,Old Customer
8YE33,08Q9gX6Nh5mKWGfldRsA, iOS,7/30/2020,8/2/2020,Khánh Hòa - Hồ Chí Minh,lzhqg6Sxvu3u54zGoKnzdQ50NGJGZ8vPhJd/pXcUn0c,4.4,limousine,Sleeper,1,320000,Old Customer
2H7ZY,08Q9gX6Nh5mKWGfldRsA, iOS,7/29/2020,7/31/2020,Hồ Chí Minh - Khánh Hòa,ZX/uWhvaphDQluCb+boYgAgnU3wOaCIinCarURzrCXc,4.6,limousine,Sleeper,1,280000,Old Customer
83TQA,0a3xmiMlkGKaB6QWVbBQ, Android,7/28/2020,7/29/2020,Hồ Chí Minh - Ninh Thuận,ArTcLcsVc9jq4IEWiBcE9KySLs0N+bUQGyqcF2cvYus,4.2,normal,Sleeper,1,360000,Old Customer
11E4Z,0alKjT+uyjnspU8nSF8A, Android,7/28/2020,7/28/2020,Khánh Hòa - Hồ Chí Minh,L0Z0ODguduRKvp4eEjMvYJeC7hf83LayxXXrSZCVty0,3.3,normal,Sleeper,2,352000,Old Customer
243IJ,0bCqm89WbhjiamzVLzVw, Android,7/25/2020,7/26/2020,Ninh Thuận - Lâm Đồng,o9LOMb4m8h36WmTU0hdPwkDJukhGokfRrfeIs0mUd+A,4,normal,Seater,1,104000,Old Customer
J5165,0bCqm89WbhjiamzVLzVw, Android,7/19/2020,7/19/2020,Hồ Chí Minh - Bà Rịa-Vũng Tàu,3rd2jkUC0b7Au5AtNWmvJmv9B3AsGKWklQMDQTJK3t0,4.5,limousine,Seater,1,192000,Old Customer
42B24,0bCqm89WbhjiamzVLzVw, Android,7/14/2020,7/14/2020,Hồ Chí Minh - Cần Thơ,Greew/kWdus2llWHQiERuu/vNhdc8iQW0lv5Q4Y4kMg,3.3,normal,Sleeper,1,300000,Old Customer
8K7P8,0bCqm89WbhjiamzVLzVw, Android,7/11/2020,7/12/2020,Hồ Chí Minh - Bình Phước,0fUMYWSegECRjZ2/NtLXFoBBkGiLwxVrXxGWUu04si8,2.9,limousine,Seater,1,112000,Old Customer
8J6A3,0cBxubx+ATd8YEHLmu5Q, iOS,7/26/2020,7/26/2020,Hồ Chí Minh - Bình Thuận,ZNDdklXZ9heMhXqaslijfMjcAbbS/VEli9GIYriP7CQ,4.2,normal,Sleeper,1,144000,Old Customer
NTU06,0CXqb4H5pEIzkfvjN+sw, iOS,7/1/2020,7/3/2020,Hồ Chí Minh - Đắk Lắk,hMVIJZVN1Z2L7F+nrz8f7wHuvvRKgHKjA/UqEPnB4cc,3.7,normal,Sleeper,2,400000,New Customer
5BB19,0eBn3INzVNLIVgq3v6eQ, iOS,8/25/2020,8/25/2020,Hồ Chí Minh - Khánh Hòa,sZPlcG5MSKpD+oz4tD5DM2O3EUbMkf3RIzq1iQWlqik,4.1,limousine,Sleeper,1,240000,Old Customer
F71ED,0ELTwSX65IjMNjkcPanw, iOS,8/21/2020,8/22/2020,Khánh Hòa - Hồ Chí Minh,EFEEX1zXjDnSp9aYF/1EonrBzI7uvTyNVKbE/Wf79U8,3,normal,Sleeper,1,176000,Old Customer
